customerid,churn,customer_gender,customer_seniorcitizen,customer_partner,customer_dependents,customer_tenure,phone_phoneservice,phone_multiplelines,internet_internetservice,internet_onlinesecurity,internet_onlinebackup,internet_deviceprotection,internet_techsupport,internet_streamingtv,internet_streamingmovies,account_paperlessbilling,account_charges_monthly,total_mensual,dias_contrato,total_diario,paymentmethod_credit card (automatic),paymentmethod_electronic check,paymentmethod_mailed check,tipo_contrato_Bienal,tipo_contrato_Mensual,churn_numeric
5797-apwzc,yes,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,yes,yes,no,90.6,90.6,30,3.02,False,True,False,False,True,1.0
5799-jrczo,no,female,0,no,yes,63,yes,no,no,no internet service,no,no,no,no,no,no,19.5,1215.1,730,1.6645205479452054,True,False,False,True,False,0.0
5802-adbrc,no,female,0,yes,no,50,yes,yes,fiber optic,yes,no,yes,no,yes,yes,yes,104.4,5232.9,365,14.336712328767122,False,False,True,False,False,0.0
5803-nqjzo,no,male,0,yes,no,72,yes,yes,dsl,yes,yes,yes,yes,no,no,yes,67.8,4804.65,730,6.581712328767122,False,False,False,True,False,0.0
5804-hyiez,no,male,0,yes,yes,70,yes,yes,fiber optic,yes,yes,no,no,yes,yes,yes,106.05,7554.05,30,251.80166666666668,False,True,False,False,True,0.0
5804-jmyio,no,female,0,yes,yes,39,yes,no,no,no internet service,no,no,no,no,no,no,19.75,757.95,730,1.0382876712328768,False,False,True,True,False,0.0
5804-lepim,yes,female,1,no,no,2,yes,no,fiber optic,no,no,no,no,no,no,yes,70.35,139.05,30,4.635000000000001,False,True,False,False,True,1.0
5808-totxo,no,female,0,no,yes,3,yes,no,no,no internet service,no,no,no,no,no,yes,20.55,57.4,365,0.15726027397260273,True,False,False,False,False,0.0
5811-iwxym,no,female,0,yes,yes,52,yes,yes,fiber optic,no,no,yes,no,yes,yes,no,101.25,5301.1,365,14.523561643835617,False,False,False,False,False,0.0
5813-uecbu,yes,male,1,no,no,33,yes,yes,fiber optic,no,yes,yes,no,no,no,yes,83.85,2716.3,30,90.54333333333334,True,False,False,False,True,1.0
5815-hgghv,no,male,0,yes,no,20,yes,no,dsl,yes,no,no,yes,no,yes,yes,64.15,1274.45,365,3.4916438356164385,False,False,True,False,False,0.0
5816-jmlgy,no,female,0,yes,yes,70,yes,no,dsl,no,yes,yes,yes,yes,yes,yes,80.4,5717.85,730,7.832671232876713,False,False,False,True,False,0.0
5816-qvhrx,no,female,0,no,no,37,yes,yes,fiber optic,no,no,no,yes,yes,yes,no,100.3,3541.4,30,118.04666666666667,True,False,False,False,True,0.0
5816-scgfc,no,female,1,no,no,7,yes,no,dsl,no,yes,no,no,no,no,yes,51.3,419.35,30,13.978333333333333,False,False,True,False,True,0.0
5820-ptrym,no,female,1,yes,no,56,yes,yes,dsl,yes,yes,yes,yes,no,no,yes,68.45,4014.0,365,10.997260273972604,True,False,False,False,False,0.0
5821-mmeil,no,female,0,yes,no,57,yes,no,no,no internet service,no,no,no,no,no,no,19.9,1115.6,730,1.5282191780821917,False,False,False,True,False,0.0
5825-xjocm,no,male,0,no,yes,48,yes,yes,dsl,yes,yes,yes,no,no,no,yes,64.4,3035.35,365,8.316027397260275,False,False,False,False,False,0.0
5827-mwczk,no,male,0,yes,yes,56,yes,yes,fiber optic,no,yes,no,yes,yes,no,yes,96.95,5432.2,30,181.07333333333332,True,False,False,False,True,0.0
5828-avipd,yes,male,0,yes,yes,19,yes,yes,fiber optic,no,no,no,yes,yes,yes,yes,100.95,1875.55,365,5.138493150684932,False,True,False,False,False,1.0
5828-dwpil,no,male,1,yes,no,62,yes,yes,fiber optic,yes,yes,yes,no,no,no,yes,89.1,5618.3,30,187.27666666666667,False,True,False,False,True,0.0
5829-nvsqn,no,female,0,yes,no,23,yes,no,dsl,yes,no,yes,yes,no,yes,yes,68.75,1689.45,365,4.628630136986302,False,False,False,False,False,0.0
5832-exgtt,no,male,0,yes,yes,29,yes,no,dsl,yes,no,no,no,no,yes,yes,60.2,1834.15,30,61.138333333333335,False,False,True,False,True,0.0
5832-trlpb,no,male,0,no,no,29,yes,no,dsl,no,no,yes,yes,yes,yes,yes,75.35,2243.9,365,6.1476712328767125,False,False,False,False,False,0.0
5832-xkaes,yes,male,0,no,no,2,yes,no,fiber optic,no,no,no,no,no,no,yes,69.8,134.7,30,4.489999999999999,True,False,False,False,True,1.0
5834-aspwa,yes,male,0,no,no,1,yes,yes,fiber optic,no,no,no,no,no,no,yes,75.45,75.45,30,2.515,False,True,False,False,True,1.0
5835-beqeu,yes,male,0,no,no,3,yes,yes,fiber optic,no,no,no,no,no,no,yes,76.95,228.4,30,7.613333333333333,False,True,False,False,True,1.0
5837-lxsdn,no,female,0,yes,yes,21,yes,no,dsl,no,yes,no,no,yes,no,yes,58.85,1215.45,365,3.33,True,False,False,False,False,0.0
5839-suyvz,no,male,0,no,no,16,yes,no,fiber optic,no,no,no,yes,no,no,yes,74.55,1170.5,30,39.016666666666666,True,False,False,False,True,0.0
5840-nvdcg,no,female,0,yes,yes,16,yes,no,dsl,yes,yes,no,yes,no,yes,no,68.25,1114.85,730,1.5271917808219178,False,False,False,True,False,0.0
5842-pocop,yes,female,0,yes,no,5,yes,no,fiber optic,yes,no,yes,no,no,yes,yes,88.9,454.15,30,15.138333333333332,False,False,True,False,True,1.0
5843-tthgi,no,female,0,no,no,18,yes,no,dsl,no,no,yes,no,no,no,yes,50.0,892.7,30,29.756666666666668,False,False,True,False,True,0.0
5844-qvtat,no,female,0,yes,yes,33,yes,no,dsl,yes,yes,yes,no,no,no,yes,58.45,1955.4,365,5.357260273972603,False,False,True,False,False,0.0
5845-bzzib,no,male,0,yes,yes,35,yes,no,no,no internet service,no,no,no,no,no,no,20.1,655.3,730,0.8976712328767122,False,False,True,True,False,0.0
5846-abobj,no,male,0,yes,no,71,yes,yes,no,no internet service,no,no,no,no,no,no,24.45,1730.65,730,2.3707534246575346,False,False,False,True,False,0.0
5846-neqvz,no,male,0,yes,yes,71,yes,no,dsl,yes,no,yes,yes,no,yes,yes,70.85,4973.4,730,6.812876712328767,True,False,False,True,False,0.0
5846-qfdfi,no,female,0,yes,yes,33,yes,yes,fiber optic,no,yes,yes,yes,no,no,no,88.6,2888.7,30,96.28999999999999,True,False,False,False,True,0.0
5847-mxbeo,no,male,0,no,no,22,yes,no,no,no internet service,no,no,no,no,no,no,20.3,475.1,365,1.3016438356164384,False,False,True,False,False,0.0
5848-fhrfc,no,female,0,no,no,68,yes,no,no,no internet service,no,no,no,no,no,no,20.05,1386.9,730,1.8998630136986303,False,False,False,True,False,0.0
5849-ashzj,no,male,0,no,yes,27,yes,no,no,no internet service,no,no,no,no,no,no,20.05,552.9,365,1.5147945205479452,True,False,False,False,False,0.0
5850-bdwcy,no,female,0,no,no,6,yes,no,no,no internet service,no,no,no,no,no,no,20.2,123.65,30,4.121666666666667,False,False,True,False,True,0.0
5854-ksrbj,no,male,0,yes,yes,70,yes,yes,no,no internet service,no,no,no,no,no,no,25.4,1782.05,730,2.441164383561644,False,False,True,True,False,0.0
5855-eibde,no,female,0,yes,no,49,yes,yes,fiber optic,yes,yes,yes,yes,no,yes,no,106.65,5174.35,730,7.088150684931508,True,False,False,True,False,0.0
5857-tybcj,no,male,1,yes,no,44,yes,yes,fiber optic,no,no,yes,no,yes,no,yes,89.2,4040.2,30,134.67333333333332,False,True,False,False,True,0.0
5857-xrecv,no,female,0,no,yes,2,yes,no,no,no internet service,no,no,no,no,no,no,20.5,38.25,365,0.1047945205479452,False,False,False,False,False,0.0
5858-eafcz,no,male,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,no,44.45,44.45,30,1.4816666666666667,False,False,True,False,True,0.0
5859-hzylf,no,male,0,yes,yes,26,yes,no,no,no internet service,no,no,no,no,no,yes,19.15,515.75,730,0.7065068493150685,True,False,False,True,False,0.0
5862-brixz,no,male,0,no,no,46,no,no phone service,dsl,yes,no,yes,yes,yes,yes,yes,60.75,2893.4,730,3.9635616438356167,False,False,False,True,False,0.0
5863-ookcl,no,female,0,no,no,10,yes,no,no,no internet service,no,no,no,no,no,no,18.85,163.2,30,5.4399999999999995,False,False,True,False,True,0.0
5868-czjdr,yes,male,0,no,yes,1,no,no phone service,dsl,no,yes,no,no,no,no,yes,31.35,31.35,30,1.0450000000000002,False,False,True,False,True,1.0
5868-ytyks,no,male,0,no,yes,1,yes,no,no,no internet service,no,no,no,no,no,yes,20.25,20.25,30,0.675,False,False,True,False,True,0.0
5868-ywpdw,yes,male,1,yes,no,6,yes,no,fiber optic,no,yes,no,no,no,yes,yes,84.2,519.15,30,17.305,False,True,False,False,True,1.0
5871-dgtxz,no,male,0,no,no,32,yes,no,no,no internet service,no,no,no,no,no,no,19.8,607.7,365,1.6649315068493151,False,False,True,False,False,0.0
5872-oeqnh,no,female,0,no,no,60,no,no phone service,dsl,yes,no,yes,no,no,yes,yes,44.45,2773.9,365,7.599726027397261,False,True,False,False,False,0.0
5875-ypqfj,yes,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,yes,69.9,69.9,30,2.33,False,True,False,False,True,1.0
5876-hzvzm,yes,female,0,yes,yes,6,yes,no,dsl,yes,yes,no,no,no,no,no,55.9,365.35,30,12.178333333333335,True,False,False,False,True,1.0
5876-qmyld,no,female,0,yes,yes,23,yes,no,no,no internet service,no,no,no,no,no,no,20.05,415.1,365,1.1372602739726028,False,False,True,False,False,0.0
5879-hmffh,no,female,0,yes,no,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,no,88.05,6520.8,730,8.932602739726027,False,False,False,True,False,0.0
5879-sesnb,no,female,0,no,no,11,yes,yes,fiber optic,no,no,no,no,no,no,no,75.25,888.65,30,29.621666666666666,False,True,False,False,True,0.0
5882-cmazq,no,female,0,yes,yes,5,no,no phone service,dsl,no,yes,no,yes,no,no,no,34.25,163.55,30,5.451666666666667,False,True,False,False,True,0.0
5883-gtgvd,yes,male,0,no,no,19,yes,yes,fiber optic,no,yes,no,no,yes,yes,yes,99.95,1931.75,30,64.39166666666667,False,True,False,False,True,1.0
5884-fbctl,no,female,0,yes,yes,72,yes,yes,no,no internet service,no,no,no,no,no,no,25.1,1857.85,730,2.545,False,False,False,True,False,0.0
5884-gcymi,yes,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,no,69.4,69.4,30,2.3133333333333335,False,False,True,False,True,1.0
5886-vlqvu,no,male,0,yes,no,35,yes,yes,fiber optic,no,no,no,yes,no,yes,yes,89.85,3161.2,30,105.37333333333332,False,False,False,False,True,0.0
5887-ikkyo,no,male,0,yes,yes,58,yes,yes,fiber optic,no,no,yes,yes,no,yes,no,94.35,5563.65,730,7.621438356164383,False,False,False,True,False,0.0
5888-tlmcl,,female,0,yes,yes,69,no,no phone service,dsl,no,yes,yes,no,yes,yes,yes,54.95,3772.5,730,5.167808219178082,True,False,False,True,False,
5889-jtmul,yes,female,1,yes,no,50,yes,yes,fiber optic,no,yes,yes,no,yes,no,yes,95.05,4888.7,30,162.95666666666665,False,True,False,False,True,1.0
5889-lfoll,yes,female,0,no,no,13,yes,yes,fiber optic,no,no,no,no,no,yes,yes,84.6,1115.2,30,37.17333333333333,False,True,False,False,True,1.0
5893-kclgt,no,female,0,no,yes,72,yes,no,no,no internet service,no,no,no,no,no,yes,19.75,1567.0,730,2.1465753424657534,False,False,True,True,False,0.0
5893-pyolz,no,male,0,no,no,56,yes,no,dsl,no,yes,yes,yes,yes,yes,yes,81.8,4534.45,730,6.211575342465753,True,False,False,True,False,0.0
5895-qsxod,no,male,0,no,no,9,yes,no,fiber optic,no,no,no,no,no,no,no,70.05,657.5,30,21.916666666666668,False,False,True,False,True,0.0
5896-npfww,yes,male,0,yes,yes,3,yes,no,dsl,no,no,yes,no,no,no,yes,50.15,168.15,30,5.605,False,True,False,False,True,1.0
5897-zyekh,no,female,1,yes,no,67,yes,yes,fiber optic,yes,yes,no,no,yes,yes,yes,105.6,7112.15,365,19.485342465753423,False,True,False,False,False,0.0
5898-igslp,no,male,0,yes,yes,31,yes,yes,fiber optic,yes,no,yes,yes,no,no,no,89.3,2823.0,30,94.1,False,True,False,False,True,0.0
5899-mqzzl,yes,female,0,no,no,13,yes,yes,fiber optic,no,no,no,no,no,no,yes,75.0,999.45,30,33.315000000000005,False,False,True,False,True,1.0
5899-ouvkv,no,male,0,no,no,31,yes,no,fiber optic,no,yes,no,no,yes,yes,yes,94.5,2979.2,30,99.30666666666666,False,True,False,False,True,0.0
5902-wblse,no,female,0,yes,yes,70,yes,no,no,no internet service,no,no,no,no,no,yes,20.15,1411.2,730,1.933150684931507,True,False,False,True,False,0.0
5906-bfozt,no,male,0,no,no,1,yes,no,no,no internet service,no,no,no,no,no,yes,19.5,19.5,30,0.65,False,False,True,False,True,0.0
5906-cvlhp,yes,female,0,yes,yes,45,yes,no,dsl,no,yes,no,yes,no,no,yes,54.15,2319.8,365,6.355616438356165,True,False,False,False,False,1.0
5906-dvapm,no,female,0,yes,yes,55,yes,yes,dsl,yes,yes,no,yes,yes,no,yes,75.0,4213.9,365,11.544931506849315,True,False,False,False,False,0.0
5908-qmgoe,yes,male,1,no,no,15,yes,yes,fiber optic,no,no,no,no,no,no,yes,74.2,1133.9,30,37.79666666666667,True,False,False,False,True,1.0
5909-echui,yes,female,0,no,no,1,yes,no,dsl,no,no,no,no,no,yes,yes,56.25,56.25,30,1.875,False,True,False,False,True,1.0
5913-inrqv,no,male,1,yes,no,34,yes,no,fiber optic,yes,no,no,yes,yes,no,no,90.15,3128.8,365,8.572054794520549,False,False,True,False,False,0.0
5914-dvbwj,yes,female,1,no,no,18,yes,yes,fiber optic,no,yes,no,yes,no,no,yes,85.45,1505.85,30,50.195,False,True,False,False,True,1.0
5914-gxmda,no,female,0,yes,no,32,yes,no,no,no internet service,no,no,no,no,no,no,19.3,593.2,365,1.625205479452055,False,False,True,False,False,0.0
5914-xrfqb,no,male,0,yes,no,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,yes,115.8,8424.9,730,11.540958904109589,False,False,False,True,False,0.0
5915-anoei,no,male,0,yes,no,70,yes,yes,dsl,yes,yes,yes,yes,yes,no,no,79.15,5536.5,730,7.5842465753424655,False,False,True,True,False,0.0
5915-dgnvc,no,female,0,yes,no,49,yes,yes,dsl,yes,yes,yes,no,no,yes,no,71.8,3472.05,365,9.512465753424658,False,True,False,False,False,0.0
5916-qewpt,no,female,0,yes,no,2,yes,no,dsl,no,no,yes,no,yes,yes,no,69.0,147.8,30,4.926666666666667,True,False,False,False,True,0.0
5917-hbsdw,no,female,0,yes,yes,37,yes,no,no,no internet service,no,no,no,no,no,no,19.35,683.75,30,22.791666666666668,False,True,False,False,True,0.0
5917-ryrmg,no,male,1,no,no,32,yes,no,no,no internet service,no,no,no,no,no,no,19.8,587.7,365,1.61013698630137,True,False,False,False,False,0.0
5918-vukwp,no,female,0,no,no,32,yes,no,no,no internet service,no,no,no,no,no,no,20.55,654.55,365,1.7932876712328767,False,False,False,False,False,0.0
5919-tmrgd,yes,female,0,no,yes,1,yes,no,fiber optic,no,no,no,no,yes,no,yes,79.35,79.35,30,2.645,False,True,False,False,True,1.0
5919-vczym,no,male,0,no,no,2,yes,no,no,no internet service,no,no,no,no,no,no,20.05,42.7,30,1.4233333333333333,False,False,True,False,True,0.0
5921-ngyrh,no,male,0,yes,no,64,yes,no,fiber optic,yes,no,no,no,no,no,yes,73.55,4764.0,30,158.8,False,False,True,False,True,0.0
5922-abdvo,yes,female,0,yes,no,19,yes,yes,fiber optic,no,no,yes,no,no,yes,no,89.65,1761.05,30,58.70166666666667,False,False,True,False,True,1.0
5923-gxuoc,yes,male,0,no,no,10,yes,no,fiber optic,yes,yes,yes,no,yes,yes,yes,104.4,1081.45,30,36.04833333333333,False,True,False,False,True,1.0
5924-ifqtt,no,male,0,yes,yes,13,yes,yes,dsl,no,yes,yes,yes,yes,no,yes,72.8,930.05,30,31.001666666666665,False,True,False,False,True,0.0
5924-sngkp,no,female,0,no,yes,41,yes,no,no,no internet service,no,no,no,no,no,yes,20.25,865.0,365,2.3698630136986303,True,False,False,False,False,0.0
5928-qldhb,no,male,0,no,no,9,yes,yes,fiber optic,no,no,no,no,no,no,yes,76.25,684.85,30,22.828333333333333,False,True,False,False,True,0.0
5930-gbiwp,no,male,0,no,no,69,yes,yes,dsl,yes,yes,yes,yes,no,yes,yes,81.5,5553.25,730,7.607191780821918,True,False,False,True,False,0.0
5931-fljjf,yes,male,1,yes,no,7,yes,no,fiber optic,no,no,no,no,no,no,yes,70.1,467.55,30,15.585,False,False,True,False,True,1.0
5934-rmpov,no,female,0,no,yes,22,yes,yes,fiber optic,no,no,no,no,no,yes,yes,84.75,1816.75,30,60.55833333333333,False,True,False,False,True,0.0
5934-tssau,no,female,0,yes,yes,23,yes,no,fiber optic,no,no,yes,no,no,no,yes,75.3,1702.9,30,56.763333333333335,True,False,False,False,True,0.0
5935-fccnb,no,female,1,no,no,17,yes,yes,fiber optic,no,no,no,no,yes,yes,yes,94.2,1608.15,30,53.605000000000004,False,True,False,False,True,0.0
5937-eorgb,no,male,1,yes,no,15,yes,yes,fiber optic,yes,no,yes,no,yes,no,yes,96.5,1392.25,30,46.40833333333333,False,True,False,False,True,0.0
5939-sxwhm,no,male,0,yes,yes,48,yes,yes,no,no internet service,no,no,no,no,no,no,26.3,1245.05,730,1.7055479452054794,False,False,False,True,False,0.0
5939-xaixz,no,female,0,no,no,19,yes,yes,dsl,no,no,yes,no,no,no,yes,56.1,1033.9,30,34.46333333333334,False,False,True,False,True,0.0
5940-ahuhd,yes,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,no,70.6,70.6,30,2.353333333333333,False,False,True,False,True,1.0
5940-nfxkv,yes,male,0,yes,yes,19,yes,yes,fiber optic,no,no,no,no,no,yes,yes,83.65,1465.75,30,48.858333333333334,False,True,False,False,True,1.0
5943-pwapa,,female,0,yes,no,53,yes,no,fiber optic,no,no,no,yes,yes,yes,yes,93.45,4872.2,365,13.34849315068493,False,True,False,False,False,
5944-ugllk,no,male,0,no,no,53,no,no phone service,dsl,no,no,yes,yes,yes,yes,no,54.9,3045.75,365,8.344520547945205,True,False,False,False,False,0.0
5945-azyht,no,male,0,yes,no,71,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,yes,109.6,7854.15,365,21.51821917808219,False,True,False,False,False,0.0
5947-sgkcl,no,female,0,yes,yes,15,yes,yes,fiber optic,no,yes,yes,no,yes,yes,yes,105.35,1559.25,30,51.975,False,False,False,False,True,0.0
5948-ujzlf,no,male,0,no,no,2,yes,no,dsl,no,yes,no,no,no,no,no,49.25,97.0,30,3.2333333333333334,False,False,True,False,True,0.0
5949-ebsqk,yes,male,0,yes,yes,4,yes,no,dsl,no,no,no,yes,no,yes,no,61.45,229.55,30,7.651666666666667,True,False,False,False,True,1.0
5949-hgvjl,no,female,0,yes,no,26,yes,no,dsl,no,yes,no,yes,yes,yes,yes,73.05,1959.5,30,65.31666666666666,False,True,False,False,True,0.0
5949-xikae,yes,female,0,yes,yes,8,yes,no,fiber optic,no,yes,no,no,yes,no,yes,83.55,680.05,30,22.668333333333333,False,True,False,False,True,1.0
5950-aaagj,no,male,0,no,no,18,yes,yes,fiber optic,no,no,no,no,yes,no,no,84.3,1537.9,30,51.263333333333335,False,False,False,False,True,0.0
5951-aofih,no,male,0,no,no,33,yes,no,dsl,no,yes,yes,no,yes,no,yes,66.4,2245.4,30,74.84666666666666,True,False,False,False,True,0.0
5954-bdfsg,no,female,0,no,no,72,yes,yes,fiber optic,no,no,yes,yes,yes,yes,yes,107.5,7853.7,730,10.75849315068493,True,False,False,True,False,0.0
5955-epoaz,no,female,0,no,no,6,yes,no,no,no internet service,no,no,no,no,no,yes,20.95,109.5,30,3.65,False,False,True,False,True,0.0
5955-erihd,yes,male,0,yes,no,18,yes,yes,fiber optic,no,no,no,no,yes,yes,yes,94.7,1687.95,30,56.265,False,True,False,False,True,1.0
5956-vkdtt,yes,female,1,yes,no,5,yes,yes,fiber optic,no,no,no,no,no,no,yes,74.35,334.8,30,11.16,False,True,False,False,True,1.0
5956-yhhrx,no,male,1,no,no,21,yes,yes,fiber optic,no,yes,yes,no,yes,yes,yes,104.35,2271.85,30,75.72833333333332,False,True,False,False,True,0.0
5959-belxa,yes,male,1,no,no,32,yes,yes,fiber optic,no,no,no,no,yes,yes,yes,96.15,3019.25,30,100.64166666666667,True,False,False,False,True,1.0
5960-mvtuk,no,male,0,no,no,3,no,no phone service,dsl,no,no,no,yes,no,no,yes,29.75,96.85,30,3.228333333333333,False,True,False,False,True,0.0
5960-wpxqm,yes,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,yes,no,yes,79.05,79.05,30,2.635,False,True,False,False,True,1.0
5961-vusrv,no,female,0,no,no,12,yes,no,no,no internet service,no,no,no,no,no,yes,19.35,219.35,365,0.6009589041095891,False,False,False,False,False,0.0
5965-ggprw,no,male,0,yes,yes,72,yes,yes,fiber optic,yes,no,yes,no,yes,yes,no,105.25,7609.75,730,10.42431506849315,False,False,False,True,False,0.0
5966-emazu,no,male,0,yes,no,64,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,yes,108.5,6880.85,365,18.85164383561644,False,False,True,False,False,0.0
5968-hyjrz,no,male,0,yes,yes,47,yes,yes,no,no internet service,no,no,no,no,no,no,24.55,1160.45,730,1.5896575342465753,False,False,True,True,False,0.0
5968-vxzlg,no,male,0,no,no,2,yes,no,dsl,no,no,no,no,no,no,yes,46.6,87.9,30,2.93,False,False,False,False,True,0.0
5968-xqive,no,male,0,yes,yes,72,yes,yes,fiber optic,no,yes,no,no,yes,no,yes,89.7,6588.95,365,18.051917808219176,False,True,False,False,False,0.0
5970-ghjaw,no,male,0,yes,yes,46,yes,no,no,no internet service,no,no,no,no,no,no,19.95,862.4,730,1.1813698630136986,True,False,False,True,False,0.0
5973-ejgdp,no,male,0,no,no,51,yes,yes,fiber optic,no,yes,yes,yes,no,no,yes,87.35,4473.0,30,149.1,False,True,False,False,True,0.0
5975-baicr,no,male,0,yes,yes,36,yes,no,dsl,yes,no,yes,no,no,yes,yes,63.7,2188.5,365,5.995890410958904,True,False,False,False,False,0.0
5976-jcjrh,yes,male,0,yes,no,10,yes,no,fiber optic,no,no,no,no,no,no,yes,70.3,738.2,30,24.60666666666667,False,True,False,False,True,1.0
5977-ckhon,no,female,0,yes,yes,43,yes,yes,fiber optic,no,no,yes,no,no,yes,yes,92.55,4039.0,30,134.63333333333333,False,False,False,False,True,0.0
5980-bdhpy,no,male,0,yes,no,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,yes,87.1,6230.1,730,8.534383561643835,False,False,False,True,False,0.0
5980-noplp,yes,female,0,yes,no,44,yes,yes,fiber optic,no,no,no,no,yes,yes,yes,96.1,4364.1,30,145.47,False,True,False,False,True,1.0
5981-itemu,yes,male,0,yes,no,40,yes,yes,fiber optic,no,no,no,no,yes,yes,yes,97.1,3706.95,30,123.565,False,False,False,False,True,1.0
5981-zvxot,no,female,1,no,no,35,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,yes,108.35,3726.15,365,10.2086301369863,False,True,False,False,False,0.0
5982-fpvqn,no,female,0,yes,yes,37,yes,yes,fiber optic,no,yes,yes,no,no,yes,yes,95.15,3532.85,30,117.76166666666667,False,True,False,False,True,0.0
5982-psmkw,no,female,0,yes,yes,23,yes,yes,dsl,yes,yes,yes,yes,yes,yes,yes,91.1,2198.3,730,3.011369863013699,True,False,False,True,False,0.0
5982-xmdex,no,female,0,no,no,65,yes,yes,no,no internet service,no,no,no,no,no,no,26.5,1698.55,730,2.3267808219178083,False,False,False,True,False,0.0
5985-behzk,no,female,1,yes,no,72,yes,yes,fiber optic,no,yes,yes,no,yes,yes,no,105.0,7578.05,365,20.76178082191781,True,False,False,False,False,0.0
5985-tbabq,no,female,0,no,no,32,yes,yes,dsl,yes,no,no,no,yes,yes,no,74.75,2282.95,365,6.254657534246575,False,False,True,False,False,0.0
5986-wwxdv,no,male,0,no,yes,39,yes,no,no,no internet service,no,no,no,no,no,no,19.35,779.2,365,2.1347945205479455,False,False,False,False,False,0.0
5989-axpuc,no,female,0,yes,no,68,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,no,118.6,7990.05,730,10.94527397260274,False,False,True,True,False,0.0
5989-omnje,no,female,0,yes,yes,24,no,no phone service,dsl,yes,yes,yes,no,yes,yes,no,57.6,1367.75,365,3.7472602739726026,False,True,False,False,False,0.0
5989-pgkjb,no,female,0,no,no,16,yes,no,fiber optic,no,yes,no,no,no,yes,yes,86.25,1340.1,30,44.669999999999995,False,True,False,False,True,0.0
